
encoding train: 0it [00:00, ?it/s]Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
encoding train: 0it [00:03, ?it/s, docs=1, tokens=167]
encoding train: 705it [00:03, 314.48it/s, docs=709, tokens=138248]
encoding train: 705it [00:03, 314.48it/s, docs=710, tokens=138646]
encoding train: 705it [00:03, 314.48it/s, docs=711, tokens=139630]
encoding train: 705it [00:03, 314.48it/s, docs=712, tokens=139956]
encoding train: 705it [00:03, 314.48it/s, docs=713, tokens=140580]
encoding train: 705it [00:03, 314.48it/s, docs=714, tokens=140882]
encoding train: 705it [00:03, 314.48it/s, docs=715, tokens=141389]
encoding train: 705it [00:03, 314.48it/s, docs=716, tokens=141824]
encoding train: 705it [00:03, 314.48it/s, docs=717, tokens=142166]
encoding train: 705it [00:03, 314.48it/s, docs=718, tokens=142544]
encoding train: 705it [00:03, 314.48it/s, docs=719, tokens=143261]
encoding train: 705it [00:03, 314.48it/s, docs=720, tokens=143632]
encoding train: 705it [00:03, 314.48it/s, docs=721, tokens=144044]
encoding train: 705it [00:03, 314.48it/s, docs=722, tokens=144625]
encoding train: 705it [00:03, 314.48it/s, docs=723, tokens=144944]
encoding train: 705it [00:03, 314.48it/s, docs=724, tokens=145414]
encoding train: 705it [00:03, 314.48it/s, docs=725, tokens=146024]
encoding train: 705it [00:03, 314.48it/s, docs=726, tokens=146360]
encoding train: 705it [00:03, 314.48it/s, docs=727, tokens=146686]
encoding train: 705it [00:03, 314.48it/s, docs=728, tokens=147207]
encoding train: 705it [00:03, 314.48it/s, docs=729, tokens=147419]
encoding train: 705it [00:03, 314.48it/s, docs=730, tokens=147715]
encoding train: 705it [00:03, 314.48it/s, docs=731, tokens=148158]
encoding train: 705it [00:03, 314.48it/s, docs=732, tokens=148616]
encoding train: 705it [00:03, 314.48it/s, docs=733, tokens=149262]
encoding train: 705it [00:03, 314.48it/s, docs=734, tokens=149461]
encoding train: 705it [00:03, 314.48it/s, docs=735, tokens=149847]
encoding train: 705it [00:03, 314.48it/s, docs=736, tokens=150295]
encoding train: 705it [00:03, 314.48it/s, docs=737, tokens=150780]
encoding train: 705it [00:03, 314.48it/s, docs=738, tokens=151096]
encoding train: 705it [00:03, 314.48it/s, docs=739, tokens=151533]
encoding train: 705it [00:03, 314.48it/s, docs=740, tokens=151892]
encoding train: 705it [00:03, 314.48it/s, docs=741, tokens=152420]
encoding train: 705it [00:03, 314.48it/s, docs=742, tokens=152790]
encoding train: 705it [00:03, 314.48it/s, docs=743, tokens=153379]
encoding train: 705it [00:03, 314.48it/s, docs=744, tokens=153693]
encoding train: 705it [00:03, 314.48it/s, docs=745, tokens=154169]
encoding train: 705it [00:03, 314.48it/s, docs=746, tokens=154383]
encoding train: 705it [00:03, 314.48it/s, docs=747, tokens=154654]
encoding train: 705it [00:03, 314.48it/s, docs=748, tokens=155098]
encoding train: 705it [00:03, 314.48it/s, docs=749, tokens=155432]
encoding train: 705it [00:03, 314.48it/s, docs=750, tokens=155987]
encoding train: 705it [00:03, 314.48it/s, docs=751, tokens=156515]
encoding train: 705it [00:03, 314.48it/s, docs=752, tokens=157162]
encoding train: 705it [00:03, 314.48it/s, docs=753, tokens=157818]
encoding train: 705it [00:03, 314.48it/s, docs=754, tokens=158199]
encoding train: 705it [00:03, 314.48it/s, docs=755, tokens=158667]
encoding train: 705it [00:03, 314.48it/s, docs=756, tokens=158905]
encoding train: 705it [00:03, 314.48it/s, docs=757, tokens=159578]
encoding train: 705it [00:03, 314.48it/s, docs=758, tokens=160022]
encoding train: 705it [00:03, 314.48it/s, docs=759, tokens=160452]
encoding train: 705it [00:03, 314.48it/s, docs=760, tokens=161032]
encoding train: 705it [00:03, 314.48it/s, docs=761, tokens=161429]
encoding train: 705it [00:03, 314.48it/s, docs=762, tokens=161960]
encoding train: 705it [00:03, 314.48it/s, docs=763, tokens=162300]
encoding train: 705it [00:03, 314.48it/s, docs=764, tokens=162643]
encoding train: 705it [00:03, 314.48it/s, docs=765, tokens=162873]
encoding train: 705it [00:03, 314.48it/s, docs=766, tokens=163377]
encoding train: 705it [00:03, 314.48it/s, docs=767, tokens=163733]
encoding train: 705it [00:03, 314.48it/s, docs=768, tokens=164201]
encoding train: 705it [00:03, 314.48it/s, docs=769, tokens=164473]
encoding train: 705it [00:03, 314.48it/s, docs=770, tokens=165204]
encoding train: 705it [00:03, 314.48it/s, docs=771, tokens=165502]
encoding train: 705it [00:03, 314.48it/s, docs=772, tokens=165835]
encoding train: 705it [00:03, 314.48it/s, docs=773, tokens=166078]
encoding train: 705it [00:03, 314.48it/s, docs=774, tokens=166790]
encoding train: 705it [00:03, 314.48it/s, docs=775, tokens=167077]
encoding train: 705it [00:03, 314.48it/s, docs=776, tokens=167466]
encoding train: 705it [00:03, 314.48it/s, docs=777, tokens=168016]
encoding train: 705it [00:03, 314.48it/s, docs=778, tokens=168371]
encoding train: 705it [00:03, 314.48it/s, docs=779, tokens=168727]
encoding train: 705it [00:03, 314.48it/s, docs=780, tokens=169126]
encoding train: 705it [00:03, 314.48it/s, docs=781, tokens=169666]
encoding train: 705it [00:03, 314.48it/s, docs=782, tokens=170065]
encoding train: 705it [00:03, 314.48it/s, docs=783, tokens=170465]
encoding train: 705it [00:03, 314.48it/s, docs=784, tokens=170792]
encoding train: 705it [00:03, 314.48it/s, docs=785, tokens=171058]
encoding train: 705it [00:03, 314.48it/s, docs=786, tokens=171426]
encoding train: 705it [00:03, 314.48it/s, docs=787, tokens=171828]
encoding train: 705it [00:03, 314.48it/s, docs=788, tokens=172132]
encoding train: 705it [00:03, 314.48it/s, docs=789, tokens=172695]
encoding train: 705it [00:03, 314.48it/s, docs=790, tokens=173163]
encoding train: 705it [00:03, 314.48it/s, docs=791, tokens=173548]
encoding train: 705it [00:03, 314.48it/s, docs=792, tokens=173981]
encoding train: 705it [00:03, 314.48it/s, docs=793, tokens=174348]
encoding train: 705it [00:03, 314.48it/s, docs=794, tokens=174678]
encoding train: 705it [00:03, 314.48it/s, docs=795, tokens=174963]
encoding train: 705it [00:03, 314.48it/s, docs=796, tokens=175423]
encoding train: 705it [00:03, 314.48it/s, docs=797, tokens=175966]
encoding train: 705it [00:03, 314.48it/s, docs=798, tokens=176214]
encoding train: 705it [00:03, 314.48it/s, docs=799, tokens=176513]
encoding train: 705it [00:03, 314.48it/s, docs=800, tokens=177030]
encoding train: 705it [00:03, 314.48it/s, docs=801, tokens=177227]
encoding train: 705it [00:03, 314.48it/s, docs=802, tokens=177436]
encoding train: 705it [00:03, 314.48it/s, docs=803, tokens=177616]
encoding train: 705it [00:03, 314.48it/s, docs=804, tokens=177786]
encoding train: 705it [00:03, 314.48it/s, docs=805, tokens=177926]
encoding train: 705it [00:03, 314.48it/s, docs=806, tokens=178064]
encoding train: 705it [00:03, 314.48it/s, docs=807, tokens=178278]
encoding train: 705it [00:03, 314.48it/s, docs=808, tokens=178439]
encoding train: 705it [00:03, 314.48it/s, docs=809, tokens=178654]
encoding train: 705it [00:03, 314.48it/s, docs=810, tokens=178883]
encoding train: 705it [00:03, 314.48it/s, docs=811, tokens=179049]
encoding train: 705it [00:03, 314.48it/s, docs=812, tokens=179254]
encoding train: 705it [00:03, 314.48it/s, docs=813, tokens=179400]
encoding train: 705it [00:03, 314.48it/s, docs=814, tokens=179582]
encoding train: 705it [00:03, 314.48it/s, docs=815, tokens=179743]
encoding train: 705it [00:03, 314.48it/s, docs=816, tokens=179921]
encoding train: 705it [00:03, 314.48it/s, docs=817, tokens=180020]
encoding train: 705it [00:03, 314.48it/s, docs=818, tokens=180150]
encoding train: 705it [00:03, 314.48it/s, docs=819, tokens=180335]
encoding train: 705it [00:03, 314.48it/s, docs=820, tokens=180476]
encoding train: 705it [00:03, 314.48it/s, docs=821, tokens=180611]
encoding train: 705it [00:03, 314.48it/s, docs=822, tokens=180799]
encoding train: 705it [00:03, 314.48it/s, docs=823, tokens=181003]
encoding train: 705it [00:03, 314.48it/s, docs=824, tokens=181107]
encoding train: 705it [00:03, 314.48it/s, docs=825, tokens=181281]
encoding train: 705it [00:03, 314.48it/s, docs=826, tokens=181422]
encoding train: 705it [00:03, 314.48it/s, docs=827, tokens=181579]
encoding train: 705it [00:03, 314.48it/s, docs=828, tokens=181798]
encoding train: 705it [00:03, 314.48it/s, docs=829, tokens=182009]
encoding train: 705it [00:03, 314.48it/s, docs=830, tokens=182176]
encoding train: 705it [00:03, 314.48it/s, docs=831, tokens=182329]
encoding train: 705it [00:03, 314.48it/s, docs=832, tokens=182464]
encoding train: 705it [00:03, 314.48it/s, docs=833, tokens=182600]
encoding train: 705it [00:03, 314.48it/s, docs=834, tokens=182732]
encoding train: 705it [00:03, 314.48it/s, docs=835, tokens=182906]
encoding train: 705it [00:03, 314.48it/s, docs=836, tokens=183141]
encoding train: 705it [00:03, 314.48it/s, docs=837, tokens=183213]
encoding train: 705it [00:03, 314.48it/s, docs=838, tokens=183348]
encoding train: 705it [00:03, 314.48it/s, docs=839, tokens=183505]
encoding train: 705it [00:03, 314.48it/s, docs=840, tokens=183678]
encoding train: 705it [00:03, 314.48it/s, docs=841, tokens=183852]
encoding train: 705it [00:03, 314.48it/s, docs=842, tokens=184007]
encoding train: 705it [00:03, 314.48it/s, docs=843, tokens=184142]
encoding train: 705it [00:03, 314.48it/s, docs=844, tokens=184355]
encoding train: 705it [00:03, 314.48it/s, docs=845, tokens=184547]
encoding train: 705it [00:03, 314.48it/s, docs=846, tokens=184701]
encoding train: 705it [00:03, 314.48it/s, docs=847, tokens=184912]
encoding train: 705it [00:03, 314.48it/s, docs=848, tokens=185011]
encoding train: 705it [00:03, 314.48it/s, docs=849, tokens=185180]
encoding train: 705it [00:03, 314.48it/s, docs=850, tokens=185363]
encoding train: 705it [00:03, 314.48it/s, docs=851, tokens=185545]
encoding train: 705it [00:03, 314.48it/s, docs=852, tokens=185730]
encoding train: 705it [00:03, 314.48it/s, docs=853, tokens=185890]
encoding train: 705it [00:03, 314.48it/s, docs=854, tokens=185997]
encoding train: 705it [00:03, 314.48it/s, docs=855, tokens=186210]
encoding train: 705it [00:03, 314.48it/s, docs=856, tokens=186431]
encoding train: 705it [00:03, 314.48it/s, docs=857, tokens=186602]
encoding train: 705it [00:03, 314.48it/s, docs=858, tokens=186762]
encoding train: 705it [00:03, 314.48it/s, docs=859, tokens=186924]
encoding train: 705it [00:03, 314.48it/s, docs=860, tokens=187109]
encoding train: 705it [00:03, 314.48it/s, docs=861, tokens=187285]
encoding train: 705it [00:03, 314.48it/s, docs=862, tokens=187445]
encoding train: 705it [00:03, 314.48it/s, docs=863, tokens=187649]
encoding train: 705it [00:03, 314.48it/s, docs=864, tokens=187862]
encoding train: 705it [00:03, 314.48it/s, docs=865, tokens=188026]
encoding train: 705it [00:03, 314.48it/s, docs=866, tokens=188234]
encoding train: 705it [00:03, 314.48it/s, docs=867, tokens=188429]
encoding train: 705it [00:03, 314.48it/s, docs=868, tokens=188606]
encoding train: 705it [00:03, 314.48it/s, docs=869, tokens=188840]
encoding train: 705it [00:03, 314.48it/s, docs=870, tokens=189006]
encoding train: 705it [00:03, 314.48it/s, docs=871, tokens=189193]
encoding train: 705it [00:03, 314.48it/s, docs=872, tokens=189353]
encoding train: 705it [00:03, 314.48it/s, docs=873, tokens=189515]
encoding train: 705it [00:03, 314.48it/s, docs=874, tokens=189687]
encoding train: 705it [00:03, 314.48it/s, docs=875, tokens=189835]
encoding train: 705it [00:03, 314.48it/s, docs=876, tokens=190019]
encoding train: 705it [00:03, 314.48it/s, docs=877, tokens=190218]
encoding train: 705it [00:03, 314.48it/s, docs=878, tokens=190444]
encoding train: 705it [00:03, 314.48it/s, docs=879, tokens=190574]
encoding train: 705it [00:03, 314.48it/s, docs=880, tokens=190725]
encoding train: 705it [00:03, 314.48it/s, docs=881, tokens=190876]
encoding train: 705it [00:03, 314.48it/s, docs=882, tokens=191034]
encoding train: 705it [00:03, 314.48it/s, docs=883, tokens=191220]
encoding train: 705it [00:03, 314.48it/s, docs=884, tokens=191351]
encoding train: 705it [00:03, 314.48it/s, docs=885, tokens=191523]
encoding train: 705it [00:03, 314.48it/s, docs=886, tokens=191719]
encoding train: 705it [00:03, 314.48it/s, docs=887, tokens=191978]
encoding train: 705it [00:03, 314.48it/s, docs=888, tokens=192165]
encoding train: 705it [00:03, 314.48it/s, docs=889, tokens=192367]
encoding train: 705it [00:03, 314.48it/s, docs=890, tokens=192572]
encoding train: 705it [00:03, 314.48it/s, docs=891, tokens=192702]
encoding train: 705it [00:03, 314.48it/s, docs=892, tokens=192925]
encoding train: 705it [00:03, 314.48it/s, docs=893, tokens=193098]
encoding train: 705it [00:03, 314.48it/s, docs=894, tokens=193341]
encoding train: 705it [00:03, 314.48it/s, docs=895, tokens=193537]
encoding train: 705it [00:03, 314.48it/s, docs=896, tokens=193727]
encoding train: 705it [00:03, 314.48it/s, docs=897, tokens=193937]
encoding train: 705it [00:03, 314.48it/s, docs=898, tokens=194139]
encoding train: 705it [00:03, 314.48it/s, docs=899, tokens=194308]
encoding train: 705it [00:03, 314.48it/s, docs=900, tokens=194527]
encoding train: 705it [00:03, 314.48it/s, docs=901, tokens=194863]
encoding train: 705it [00:03, 314.48it/s, docs=902, tokens=195322]
encoding train: 705it [00:03, 314.48it/s, docs=903, tokens=195535]
encoding train: 705it [00:03, 314.48it/s, docs=904, tokens=195954]
encoding train: 705it [00:03, 314.48it/s, docs=905, tokens=196455]
encoding train: 705it [00:03, 314.48it/s, docs=906, tokens=196661]
encoding train: 705it [00:03, 314.48it/s, docs=907, tokens=197015]
encoding train: 705it [00:03, 314.48it/s, docs=908, tokens=197417]
encoding train: 705it [00:03, 314.48it/s, docs=909, tokens=197699]
encoding train: 705it [00:03, 314.48it/s, docs=910, tokens=197997]
encoding train: 705it [00:03, 314.48it/s, docs=911, tokens=198523]
encoding train: 705it [00:03, 314.48it/s, docs=912, tokens=199040]
encoding train: 705it [00:03, 314.48it/s, docs=913, tokens=2e+5]  
encoding train: 705it [00:03, 314.48it/s, docs=914, tokens=2e+5]
encoding train: 705it [00:03, 314.48it/s, docs=915, tokens=200602]
encoding train: 705it [00:03, 314.48it/s, docs=916, tokens=200853]
encoding train: 705it [00:03, 314.48it/s, docs=917, tokens=201363]
encoding train: 705it [00:03, 314.48it/s, docs=918, tokens=201883]
encoding train: 705it [00:03, 314.48it/s, docs=919, tokens=202189]
encoding train: 705it [00:03, 314.48it/s, docs=920, tokens=202592]
encoding train: 705it [00:03, 314.48it/s, docs=921, tokens=203073]
encoding train: 705it [00:03, 314.48it/s, docs=922, tokens=203542]
encoding train: 705it [00:03, 314.48it/s, docs=923, tokens=203847]
encoding train: 705it [00:03, 314.48it/s, docs=924, tokens=204145]
encoding train: 705it [00:03, 314.48it/s, docs=925, tokens=204638]
encoding train: 705it [00:03, 314.48it/s, docs=926, tokens=205041]
encoding train: 705it [00:03, 314.48it/s, docs=927, tokens=205913]
encoding train: 705it [00:03, 314.48it/s, docs=928, tokens=206266]
encoding train: 705it [00:03, 314.48it/s, docs=929, tokens=206577]
encoding train: 705it [00:03, 314.48it/s, docs=930, tokens=206840]
encoding train: 705it [00:03, 314.48it/s, docs=931, tokens=207154]
encoding train: 705it [00:03, 314.48it/s, docs=932, tokens=207455]
encoding train: 705it [00:03, 314.48it/s, docs=933, tokens=207812]
encoding train: 705it [00:03, 314.48it/s, docs=934, tokens=208343]
encoding train: 705it [00:03, 314.48it/s, docs=935, tokens=208823]
encoding train: 705it [00:03, 314.48it/s, docs=936, tokens=209561]
encoding train: 705it [00:03, 314.48it/s, docs=937, tokens=209904]
encoding train: 705it [00:03, 314.48it/s, docs=938, tokens=210334]
encoding train: 705it [00:03, 314.48it/s, docs=939, tokens=210620]
encoding train: 705it [00:03, 314.48it/s, docs=940, tokens=211137]
encoding train: 705it [00:03, 314.48it/s, docs=941, tokens=211553]
encoding train: 705it [00:03, 314.48it/s, docs=942, tokens=212000]
encoding train: 705it [00:03, 314.48it/s, docs=943, tokens=212212]
encoding train: 705it [00:03, 314.48it/s, docs=944, tokens=212631]
encoding train: 705it [00:03, 314.48it/s, docs=945, tokens=213166]
encoding train: 705it [00:03, 314.48it/s, docs=946, tokens=213524]
encoding train: 705it [00:03, 314.48it/s, docs=947, tokens=213985]
encoding train: 705it [00:03, 314.48it/s, docs=948, tokens=214666]
encoding train: 705it [00:03, 314.48it/s, docs=949, tokens=215019]
encoding train: 705it [00:03, 314.48it/s, docs=950, tokens=215904]
encoding train: 705it [00:03, 314.48it/s, docs=951, tokens=216274]
encoding train: 705it [00:03, 314.48it/s, docs=952, tokens=216867]
encoding train: 705it [00:03, 314.48it/s, docs=953, tokens=217420]
encoding train: 705it [00:03, 314.48it/s, docs=954, tokens=217775]
encoding train: 705it [00:03, 314.48it/s, docs=955, tokens=218298]
encoding train: 705it [00:03, 314.48it/s, docs=956, tokens=218723]
encoding train: 705it [00:03, 314.48it/s, docs=957, tokens=219334]
encoding train: 705it [00:03, 314.48it/s, docs=958, tokens=219613]
encoding train: 705it [00:03, 314.48it/s, docs=959, tokens=219871]
encoding train: 705it [00:03, 314.48it/s, docs=960, tokens=220304]
encoding train: 705it [00:03, 314.48it/s, docs=961, tokens=220659]
encoding train: 705it [00:03, 314.48it/s, docs=962, tokens=221180]
encoding train: 705it [00:03, 314.48it/s, docs=963, tokens=221575]
encoding train: 705it [00:03, 314.48it/s, docs=964, tokens=222151]
encoding train: 705it [00:03, 314.48it/s, docs=965, tokens=222572]
encoding train: 705it [00:03, 314.48it/s, docs=966, tokens=223197]
encoding train: 705it [00:03, 314.48it/s, docs=967, tokens=223622]
encoding train: 705it [00:03, 314.48it/s, docs=968, tokens=224094]
encoding train: 705it [00:03, 314.48it/s, docs=969, tokens=224677]
encoding train: 705it [00:03, 314.48it/s, docs=970, tokens=225336]
encoding train: 705it [00:03, 314.48it/s, docs=971, tokens=225846]
encoding train: 705it [00:03, 314.48it/s, docs=972, tokens=226250]
encoding train: 705it [00:03, 314.48it/s, docs=973, tokens=226450]
encoding train: 705it [00:03, 314.48it/s, docs=974, tokens=226886]
encoding train: 705it [00:03, 314.48it/s, docs=975, tokens=227251]
encoding train: 705it [00:03, 314.48it/s, docs=976, tokens=227624]
encoding train: 705it [00:03, 314.48it/s, docs=977, tokens=228328]
encoding train: 705it [00:03, 314.48it/s, docs=978, tokens=228691]
encoding train: 705it [00:03, 314.48it/s, docs=979, tokens=229019]
encoding train: 705it [00:03, 314.48it/s, docs=980, tokens=229360]
encoding train: 705it [00:03, 314.48it/s, docs=981, tokens=229811]
encoding train: 981it [00:03, 478.79it/s, docs=981, tokens=229811]
encoding train: 981it [00:03, 478.79it/s, docs=982, tokens=230205]
encoding train: 981it [00:03, 478.79it/s, docs=983, tokens=230454]
encoding train: 981it [00:03, 478.79it/s, docs=984, tokens=230865]
encoding train: 981it [00:03, 478.79it/s, docs=985, tokens=231416]
encoding train: 981it [00:03, 478.79it/s, docs=986, tokens=231730]
encoding train: 981it [00:03, 478.79it/s, docs=987, tokens=232078]
encoding train: 981it [00:03, 478.79it/s, docs=988, tokens=232516]
encoding train: 981it [00:03, 478.79it/s, docs=989, tokens=233004]
encoding train: 981it [00:03, 478.79it/s, docs=990, tokens=233375]
encoding train: 981it [00:03, 478.79it/s, docs=991, tokens=233821]
encoding train: 981it [00:03, 478.79it/s, docs=992, tokens=234254]
encoding train: 981it [00:03, 478.79it/s, docs=993, tokens=234662]
encoding train: 981it [00:03, 478.79it/s, docs=994, tokens=235054]
encoding train: 981it [00:03, 478.79it/s, docs=995, tokens=235388]
encoding train: 981it [00:03, 478.79it/s, docs=996, tokens=235840]
encoding train: 981it [00:03, 478.79it/s, docs=997, tokens=236084]
encoding train: 981it [00:03, 478.79it/s, docs=998, tokens=236479]
encoding train: 981it [00:03, 478.79it/s, docs=999, tokens=236692]
encoding train: 981it [00:03, 478.79it/s, docs=1000, tokens=237029]
encoding train: 981it [00:03, 478.79it/s, docs=1001, tokens=237206]
encoding train: 981it [00:03, 478.79it/s, docs=1002, tokens=237391]
encoding train: 981it [00:03, 478.79it/s, docs=1003, tokens=237562]
encoding train: 981it [00:03, 478.79it/s, docs=1004, tokens=237742]
encoding train: 981it [00:03, 478.79it/s, docs=1005, tokens=237954]
encoding train: 981it [00:03, 478.79it/s, docs=1006, tokens=238125]
encoding train: 981it [00:03, 478.79it/s, docs=1007, tokens=238368]
encoding train: 981it [00:03, 478.79it/s, docs=1008, tokens=238565]
encoding train: 981it [00:03, 478.79it/s, docs=1009, tokens=238719]
encoding train: 981it [00:03, 478.79it/s, docs=1010, tokens=238837]
encoding train: 981it [00:03, 478.79it/s, docs=1011, tokens=238933]
encoding train: 981it [00:03, 478.79it/s, docs=1012, tokens=239200]
encoding train: 981it [00:03, 478.79it/s, docs=1013, tokens=239340]
encoding train: 981it [00:03, 478.79it/s, docs=1014, tokens=239489]
encoding train: 981it [00:03, 478.79it/s, docs=1015, tokens=239603]
encoding train: 981it [00:03, 478.79it/s, docs=1016, tokens=239792]
encoding train: 981it [00:03, 478.79it/s, docs=1017, tokens=239944]
encoding train: 981it [00:03, 478.79it/s, docs=1018, tokens=240156]
encoding train: 981it [00:03, 478.79it/s, docs=1019, tokens=240319]
encoding train: 981it [00:03, 478.79it/s, docs=1020, tokens=240475]
encoding train: 981it [00:03, 478.79it/s, docs=1021, tokens=240622]
encoding train: 981it [00:03, 478.79it/s, docs=1022, tokens=240831]
encoding train: 981it [00:03, 478.79it/s, docs=1023, tokens=241020]
encoding train: 981it [00:03, 478.79it/s, docs=1024, tokens=241199]
encoding train: 981it [00:03, 478.79it/s, docs=1025, tokens=241375]
encoding train: 981it [00:03, 478.79it/s, docs=1026, tokens=241566]
encoding train: 981it [00:03, 478.79it/s, docs=1027, tokens=241778]
encoding train: 981it [00:03, 478.79it/s, docs=1028, tokens=242000]
encoding train: 981it [00:03, 478.79it/s, docs=1029, tokens=242225]
encoding train: 981it [00:03, 478.79it/s, docs=1030, tokens=242336]
encoding train: 981it [00:03, 478.79it/s, docs=1031, tokens=242462]
encoding train: 981it [00:03, 478.79it/s, docs=1032, tokens=242657]
encoding train: 981it [00:03, 478.79it/s, docs=1033, tokens=242832]
encoding train: 981it [00:03, 478.79it/s, docs=1034, tokens=243007]
encoding train: 981it [00:03, 478.79it/s, docs=1035, tokens=243191]
encoding train: 981it [00:03, 478.79it/s, docs=1036, tokens=243318]
encoding train: 981it [00:03, 478.79it/s, docs=1037, tokens=243483]
encoding train: 981it [00:03, 478.79it/s, docs=1038, tokens=243722]
encoding train: 981it [00:03, 478.79it/s, docs=1039, tokens=243859]
encoding train: 981it [00:03, 478.79it/s, docs=1040, tokens=244048]
encoding train: 981it [00:03, 478.79it/s, docs=1041, tokens=244156]
encoding train: 981it [00:03, 478.79it/s, docs=1042, tokens=244351]
encoding train: 981it [00:03, 478.79it/s, docs=1043, tokens=244497]
encoding train: 981it [00:03, 478.79it/s, docs=1044, tokens=244694]
encoding train: 981it [00:03, 478.79it/s, docs=1045, tokens=244928]
encoding train: 981it [00:03, 478.79it/s, docs=1046, tokens=245096]
encoding train: 981it [00:03, 478.79it/s, docs=1047, tokens=245315]
encoding train: 981it [00:03, 478.79it/s, docs=1048, tokens=245490]
encoding train: 981it [00:03, 478.79it/s, docs=1049, tokens=245675]
encoding train: 981it [00:03, 478.79it/s, docs=1050, tokens=245823]
encoding train: 981it [00:03, 478.79it/s, docs=1051, tokens=245988]
encoding train: 981it [00:03, 478.79it/s, docs=1052, tokens=246233]
encoding train: 981it [00:03, 478.79it/s, docs=1053, tokens=246386]
encoding train: 981it [00:03, 478.79it/s, docs=1054, tokens=246596]
encoding train: 981it [00:03, 478.79it/s, docs=1055, tokens=246737]
encoding train: 981it [00:03, 478.79it/s, docs=1056, tokens=246929]
encoding train: 981it [00:03, 478.79it/s, docs=1057, tokens=247116]
encoding train: 981it [00:03, 478.79it/s, docs=1058, tokens=247291]
encoding train: 981it [00:03, 478.79it/s, docs=1059, tokens=247481]
encoding train: 981it [00:03, 478.79it/s, docs=1060, tokens=247660]
encoding train: 981it [00:03, 478.79it/s, docs=1061, tokens=247849]
encoding train: 981it [00:03, 478.79it/s, docs=1062, tokens=248001]
encoding train: 981it [00:03, 478.79it/s, docs=1063, tokens=248240]
encoding train: 981it [00:03, 478.79it/s, docs=1064, tokens=248389]
encoding train: 981it [00:03, 478.79it/s, docs=1065, tokens=248647]
encoding train: 981it [00:03, 478.79it/s, docs=1066, tokens=248785]
encoding train: 981it [00:03, 478.79it/s, docs=1067, tokens=249057]
encoding train: 981it [00:03, 478.79it/s, docs=1068, tokens=249213]
encoding train: 981it [00:03, 478.79it/s, docs=1069, tokens=249386]
encoding train: 981it [00:03, 478.79it/s, docs=1070, tokens=249607]
encoding train: 981it [00:03, 478.79it/s, docs=1071, tokens=249811]
encoding train: 981it [00:03, 478.79it/s, docs=1072, tokens=249931]
encoding train: 981it [00:03, 478.79it/s, docs=1073, tokens=250122]
encoding train: 981it [00:03, 478.79it/s, docs=1074, tokens=250276]
encoding train: 981it [00:03, 478.79it/s, docs=1075, tokens=250444]
encoding train: 981it [00:03, 478.79it/s, docs=1076, tokens=250735]
encoding train: 981it [00:03, 478.79it/s, docs=1077, tokens=250891]
encoding train: 981it [00:03, 478.79it/s, docs=1078, tokens=251088]
encoding train: 981it [00:03, 478.79it/s, docs=1079, tokens=251316]
encoding train: 981it [00:03, 478.79it/s, docs=1080, tokens=251462]
encoding train: 981it [00:03, 478.79it/s, docs=1081, tokens=251660]
encoding train: 981it [00:03, 478.79it/s, docs=1082, tokens=251811]
encoding train: 981it [00:03, 478.79it/s, docs=1083, tokens=251980]
encoding train: 981it [00:03, 478.79it/s, docs=1084, tokens=252170]
encoding train: 981it [00:03, 478.79it/s, docs=1085, tokens=252352]
encoding train: 981it [00:03, 478.79it/s, docs=1086, tokens=252533]
encoding train: 981it [00:03, 478.79it/s, docs=1087, tokens=252751]
encoding train: 981it [00:03, 478.79it/s, docs=1088, tokens=252941]
encoding train: 981it [00:03, 478.79it/s, docs=1089, tokens=253203]
encoding train: 981it [00:03, 478.79it/s, docs=1090, tokens=253394]
encoding train: 981it [00:03, 478.79it/s, docs=1091, tokens=253612]
encoding train: 981it [00:03, 478.79it/s, docs=1092, tokens=253806]
encoding train: 981it [00:03, 478.79it/s, docs=1093, tokens=254000]
encoding train: 981it [00:03, 478.79it/s, docs=1094, tokens=254172]
encoding train: 981it [00:03, 478.79it/s, docs=1095, tokens=254353]
encoding train: 981it [00:03, 478.79it/s, docs=1096, tokens=254489]
encoding train: 981it [00:03, 478.79it/s, docs=1097, tokens=254624]
encoding train: 981it [00:03, 478.79it/s, docs=1098, tokens=254775]
encoding train: 981it [00:03, 478.79it/s, docs=1099, tokens=254963]
encoding train: 981it [00:03, 478.79it/s, docs=1100, tokens=255125]
encoding train: 981it [00:03, 478.79it/s, docs=1101, tokens=255329]
encoding train: 981it [00:03, 478.79it/s, docs=1102, tokens=255504]
encoding train: 981it [00:03, 478.79it/s, docs=1103, tokens=255665]
encoding train: 981it [00:03, 478.79it/s, docs=1104, tokens=255767]
encoding train: 981it [00:03, 478.79it/s, docs=1105, tokens=255969]
encoding train: 981it [00:03, 478.79it/s, docs=1106, tokens=256190]
encoding train: 981it [00:03, 478.79it/s, docs=1107, tokens=256388]
encoding train: 981it [00:03, 478.79it/s, docs=1108, tokens=256568]
encoding train: 981it [00:03, 478.79it/s, docs=1109, tokens=256727]
encoding train: 981it [00:03, 478.79it/s, docs=1110, tokens=256900]
encoding train: 981it [00:03, 478.79it/s, docs=1111, tokens=257089]
encoding train: 981it [00:03, 478.79it/s, docs=1112, tokens=257276]
